date,city,temperature,humidity,wind_speed
2023-12-22,Jodhpur,21.86,55.33,8.31
2023-12-22,Guwahati,25.63,71.98,10.81
2023-12-22,Chandigarh,23.2,39.33,14.09
2023-12-22,Mysore,25.79,56.42,17.73
2023-12-23,Delhi,25.32,46.6,7.28
2023-12-23,Mumbai,25.81,48.76,9.41
2023-12-23,Kolkata,19.82,51.54,24.87
2023-12-23,Chennai,22.76,87.61,19.74
2023-12-23,Bangalore,21.64,35.37,7.35
2023-12-23,Hyderabad,21.75,30.66,13.49
2023-12-23,Ahmedabad,24.03,70.79,18.91
2023-12-23,Pune,22.17,79.53,23.35
2023-12-23,Jaipur,25.72,86.65,17.63
2023-12-23,Lucknow,23.82,59.58,10.47
2023-12-23,Kanpur,22.09,73.55,13.16
2023-12-23,Nagpur,23.06,44.0,5.42
2023-12-23,Indore,25.05,71.01,19.26
2023-12-23,Bhopal,23.37,56.93,10.57
2023-12-23,Patna,21.11,49.4,19.09
2023-12-23,Ludhiana,23.21,70.34,16.24
2023-12-23,Agra,26.84,71.49,5.85
2023-12-23,Nashik,23.53,57.09,21.95
2023-12-23,Vadodara,22.68,80.91,20.63
2023-12-23,Faridabad,23.95,66.35,6.92
2023-12-23,Meerut,23.29,86.97,13.66
2023-12-23,Rajkot,26.48,64.64,11.81
2023-12-23,Kalyan,24.03,89.69,23.38
2023-12-23,Vasai,21.21,30.2,8.03
2023-12-23,Varanasi,24.43,77.9,19.04
2023-12-23,Srinagar,18.87,60.32,14.83
2023-12-23,Amritsar,26.01,72.25,14.71
2023-12-23,Ranchi,26.16,79.87,16.49
2023-12-23,Jodhpur,23.49,51.48,12.44
2023-12-23,Guwahati,28.7,73.84,5.8
2023-12-23,Chandigarh,23.4,38.61,5.28
2023-12-23,Mysore,24.83,46.85,10.09
2023-12-24,Delhi,23.04,89.67,23.22
2023-12-24,Mumbai,21.61,58.41,21.39
2023-12-24,Kolkata,23.77,67.22,13.44
2023-12-24,Chennai,25.13,47.2,7.18
2023-12-24,Bangalore,22.38,45.66,11.52
2023-12-24,Hyderabad,21.51,48.21,7.24
2023-12-24,Ahmedabad,17.39,50.33,18.08
2023-12-24,Pune,29.62,89.12,6.74
2023-12-24,Jaipur,24.35,60.48,8.36
2023-12-24,Lucknow,25.64,77.98,6.88
2023-12-24,Kanpur,22.49,37.17,5.15
2023-12-24,Nagpur,24.02,66.49,9.54
2023-12-24,Indore,20.54,50.16,11.65
2023-12-24,Bhopal,18.73,42.59,24.32
2023-12-24,Patna,25.79,53.54,8.24
2023-12-24,Ludhiana,21.61,52.32,18.22
2023-12-24,Agra,18.02,39.74,21.38
2023-12-24,Nashik,26.2,68.94,6.81
2023-12-24,Vadodara,24.71,57.3,19.9
2023-12-24,Faridabad,23.38,41.59,8.84
2023-12-24,Meerut,25.0,83.45,13.55
2023-12-24,Rajkot,25.71,65.02,7.1
2023-12-24,Kalyan,23.09,46.73,14.23
2023-12-24,Vasai,20.25,44.68,5.28
2023-12-24,Varanasi,24.45,43.41,8.51
2023-12-24,Srinagar,19.19,32.56,17.15
2023-12-24,Amritsar,26.35,83.77,8.47
2023-12-24,Ranchi,25.45,73.17,16.83
2023-12-24,Jodhpur,24.76,86.04,13.3
2023-12-24,Guwahati,25.61,84.74,12.0
2023-12-24,Chandigarh,25.31,48.93,5.97
2023-12-24,Mysore,23.08,75.94,19.63
2023-12-25,Delhi,20.8,60.49,18.73
2023-12-25,Mumbai,23.25,74.42,18.75
2023-12-25,Kolkata,21.86,46.75,16.93
2023-12-25,Chennai,20.0,42.85,24.54
2023-12-25,Bangalore,23.08,79.23,8.35
2023-12-25,Hyderabad,21.72,43.85,19.92
2023-12-25,Ahmedabad,25.84,58.34,8.79
2023-12-25,Pune,26.85,88.86,7.2
2023-12-25,Jaipur,22.17,48.34,17.64
2023-12-25,Lucknow,19.88,44.48,21.04
2023-12-25,Kanpur,24.14,34.39,10.88
2023-12-25,Nagpur,25.02,77.26,15.99
2023-12-25,Indore,23.15,60.03,6.39
2023-12-25,Bhopal,21.87,31.9,8.41
2023-12-25,Patna,26.08,79.95,24.06
2023-12-25,Ludhiana,22.02,43.51,8.22
2023-12-25,Agra,28.4,86.0,7.09
2023-12-25,Nashik,25.9,56.67,9.48
2023-12-25,Vadodara,25.63,78.4,11.41
2023-12-25,Faridabad,26.19,60.37,9.92
2023-12-25,Meerut,15.8,30.29,9.82
2023-12-25,Rajkot,23.16,55.81,22.6
2023-12-25,Kalyan,25.39,71.94,20.57
2023-12-25,Vasai,23.66,51.95,8.89
2023-12-25,Varanasi,25.2,38.81,10.96
2023-12-25,Srinagar,25.86,50.85,11.34
2023-12-25,Amritsar,25.46,51.0,14.05
2023-12-25,Ranchi,27.96,89.05,24.51
2023-12-25,Jodhpur,17.56,37.38,17.28
2023-12-25,Guwahati,29.88,83.35,7.28
2023-12-25,Chandigarh,20.92,55.96,21.68
2023-12-25,Mysore,22.26,50.66,21.19
2023-12-26,Delhi,23.19,56.76,22.7
2023-12-26,Mumbai,22.79,76.24,9.13
2023-12-26,Kolkata,22.24,48.89,7.61
2023-12-26,Chennai,21.47,35.69,20.22
2023-12-26,Bangalore,21.04,55.58,13.23
2023-12-26,Hyderabad,27.56,63.59,8.85
2023-12-26,Ahmedabad,19.17,46.37,12.28
2023-12-26,Pune,19.93,36.53,12.28
2023-12-26,Jaipur,24.01,36.1,5.82
2023-12-26,Lucknow,25.79,59.13,7.29
2023-12-26,Kanpur,24.67,30.78,5.3
2023-12-26,Nagpur,30.35,81.26,5.3
2023-12-26,Indore,24.13,87.69,22.18
2023-12-26,Bhopal,22.94,63.54,11.39
2023-12-26,Patna,25.1,62.15,5.97
2023-12-26,Ludhiana,20.65,84.7,24.46
2023-12-26,Agra,24.91,48.0,15.67
2023-12-26,Nashik,20.72,83.2,23.53
2023-12-26,Vadodara,21.57,62.76,22.22
2023-12-26,Faridabad,22.38,67.65,18.49
2023-12-26,Meerut,24.26,46.16,21.94
2023-12-26,Rajkot,16.36,37.63,24.52
2023-12-26,Kalyan,18.63,40.46,17.9
2023-12-26,Vasai,21.76,59.39,24.77
2023-12-26,Varanasi,20.65,48.78,14.96
2023-12-26,Srinagar,22.03,34.83,11.61
2023-12-26,Amritsar,27.71,84.92,12.0
2023-12-26,Ranchi,26.01,70.03,14.08
2023-12-26,Jodhpur,18.88,40.55,17.15
2023-12-26,Guwahati,20.48,41.87,23.04
2023-12-26,Chandigarh,26.89,71.05,12.16
2023-12-26,Mysore,25.32,73.8,20.77
2023-12-27,Delhi,22.68,60.19,24.4
2023-12-27,Mumbai,27.19,66.59,9.92
2023-12-27,Kolkata,16.61,52.47,17.49
2023-12-27,Chennai,26.44,33.66,7.02
2023-12-27,Bangalore,21.92,52.59,18.8
2023-12-27,Hyderabad,25.54,69.52,13.13
2023-12-27,Ahmedabad,24.77,47.1,5.34
2023-12-27,Pune,22.86,31.83,14.07
2023-12-27,Jaipur,20.5,31.66,19.56
2023-12-27,Lucknow,22.97,73.31,19.69
2023-12-27,Kanpur,25.68,79.26,16.28
2023-12-27,Nagpur,22.32,64.87,8.24
2023-12-27,Indore,20.85,50.57,13.13
2023-12-27,Bhopal,26.89,88.3,12.47
2023-12-27,Patna,21.47,35.45,9.66
2023-12-27,Ludhiana,25.3,78.42,20.04
2023-12-27,Agra,27.43,50.73,9.65
2023-12-27,Nashik,24.51,59.13,6.09
2023-12-27,Vadodara,25.37,47.86,14.4
2023-12-27,Faridabad,28.5,75.44,7.5
2023-12-27,Meerut,20.58,68.08,24.96
2023-12-27,Rajkot,23.92,53.66,5.04
2023-12-27,Kalyan,21.96,38.84,10.96
2023-12-27,Vasai,15.77,34.32,12.9
2023-12-27,Varanasi,23.48,62.06,15.33
2023-12-27,Srinagar,20.8,75.87,11.15
2023-12-27,Amritsar,21.9,40.59,14.76
2023-12-27,Ranchi,21.18,47.82,19.86
2023-12-27,Jodhpur,24.43,72.29,11.73
2023-12-27,Guwahati,16.95,32.78,14.11
2023-12-27,Chandigarh,21.31,70.82,16.86
2023-12-27,Mysore,19.63,53.92,8.1
2023-12-28,Delhi,29.57,87.97,22.82
2023-12-28,Mumbai,17.88,31.8,23.56
2023-12-28,Kolkata,24.16,43.25,5.93
2023-12-28,Chennai,23.67,65.72,17.42
2023-12-28,Bangalore,25.41,38.66,14.97
2023-12-28,Hyderabad,25.9,75.37,10.27
2023-12-28,Ahmedabad,20.5,52.27,22.57
2023-12-28,Pune,23.09,44.05,11.05
2023-12-28,Jaipur,18.74,30.62,10.47
2023-12-28,Lucknow,20.88,47.03,20.55
2023-12-28,Kanpur,26.8,72.86,17.36
2023-12-28,Nagpur,24.39,49.43,10.14
2023-12-28,Indore,29.15,71.62,8.63
2023-12-28,Bhopal,22.2,45.94,16.59
2023-12-28,Patna,23.11,78.73,23.78
2023-12-28,Ludhiana,22.79,70.36,19.61
2023-12-28,Agra,17.63,42.53,14.0
2023-12-28,Nashik,16.11,30.43,20.45
2023-12-28,Vadodara,24.7,89.78,14.43
2023-12-28,Faridabad,23.43,51.85,9.27
2023-12-28,Meerut,21.33,49.38,17.89
2023-12-28,Rajkot,22.83,79.47,19.57
2023-12-28,Kalyan,21.78,33.28,11.46
2023-12-28,Vasai,29.11,75.29,6.88
2023-12-28,Varanasi,17.3,40.61,21.81
2023-12-28,Srinagar,24.42,81.78,13.08
2023-12-28,Amritsar,19.35,49.87,10.78
2023-12-28,Ranchi,24.94,83.72,8.65
2023-12-28,Jodhpur,24.03,84.36,8.59
2023-12-28,Guwahati,23.89,54.51,15.9
2023-12-28,Chandigarh,21.63,53.2,18.31
2023-12-28,Mysore,23.7,75.96,16.13
2023-12-29,Delhi,22.18,59.22,16.59
2023-12-29,Mumbai,20.6,40.6,24.01
2023-12-29,Kolkata,23.37,77.55,5.62
2023-12-29,Chennai,22.59,40.75,23.12
2023-12-29,Bangalore,20.53,45.1,7.08
2023-12-29,Hyderabad,24.37,76.97,17.62
2023-12-29,Ahmedabad,22.03,82.18,22.53
2023-12-29,Pune,27.33,87.49,21.71
2023-12-29,Jaipur,30.04,80.64,13.93
2023-12-29,Lucknow,21.33,56.38,10.43
2023-12-29,Kanpur,24.25,33.05,9.3
2023-12-29,Nagpur,19.91,54.89,14.4
2023-12-29,Indore,17.22,40.86,21.93
2023-12-29,Bhopal,23.97,88.55,8.62
2023-12-29,Patna,21.34,37.66,7.31
2023-12-29,Ludhiana,23.59,71.03,12.96
2023-12-29,Agra,18.69,34.06,22.84
2023-12-29,Nashik,23.97,67.44,5.38
2023-12-29,Vadodara,26.31,50.96,8.07
2023-12-29,Faridabad,24.19,81.32,16.57
2023-12-29,Meerut,19.95,63.73,19.18
2023-12-29,Rajkot,30.16,85.37,8.41
2023-12-29,Kalyan,26.55,78.03,8.51
2023-12-29,Vasai,23.06,61.55,13.69
2023-12-29,Varanasi,20.78,67.94,19.1
2023-12-29,Srinagar,23.74,72.3,18.49
2023-12-29,Amritsar,25.77,54.51,5.14
2023-12-29,Ranchi,19.74,41.44,15.15
2023-12-29,Jodhpur,25.21,45.85,8.1
2023-12-29,Guwahati,23.2,39.76,18.59
2023-12-29,Chandigarh,26.73,84.77,7.69
2023-12-29,Mysore,18.17,30.5,20.14
2023-12-30,Delhi,21.68,69.84,22.51
2023-12-30,Mumbai,23.06,79.21,12.21
2023-12-30,Kolkata,26.46,84.11,6.44
2023-12-30,Chennai,21.97,48.76,16.65
2023-12-30,Bangalore,18.84,36.66,24.42
2023-12-30,Hyderabad,22.61,56.06,21.04
2023-12-30,Ahmedabad,30.44,73.76,10.49
2023-12-30,Pune,21.7,63.73,17.78
2023-12-30,Jaipur,23.28,74.61,24.97
2023-12-30,Lucknow,23.15,49.35,12.55
2023-12-30,Kanpur,20.6,34.69,17.15
2023-12-30,Nagpur,21.99,45.65,17.76
2023-12-30,Indore,20.71,52.29,24.92
2023-12-30,Bhopal,26.86,85.08,9.35
2023-12-30,Patna,24.92,66.82,8.62
2023-12-30,Ludhiana,17.78,34.01,22.71
2023-12-30,Agra,25.4,55.09,6.2
2023-12-30,Nashik,21.52,52.52,8.57
2023-12-30,Vadodara,27.17,62.23,14.11
2023-12-30,Faridabad,23.65,62.03,23.95
2023-12-30,Meerut,24.61,83.1,19.38
2023-12-30,Rajkot,22.31,57.42,20.86
2023-12-30,Kalyan,31.3,72.54,7.83
2023-12-30,Vasai,22.8,32.83,8.49
2023-12-30,Varanasi,28.66,75.36,7.57
2023-12-30,Srinagar,26.35,58.64,6.46
2023-12-30,Amritsar,21.19,61.65,22.46
2023-12-30,Ranchi,25.13,57.63,14.9
2023-12-30,Jodhpur,17.27,55.83,22.11
2023-12-30,Guwahati,24.41,51.2,5.41
2023-12-30,Chandigarh,19.6,48.21,14.28
2023-12-30,Mysore,26.52,85.9,8.61
2023-12-31,Delhi,26.49,75.33,19.83
2023-12-31,Mumbai,26.07,75.51,7.53
2023-12-31,Kolkata,19.79,33.35,10.36
2023-12-31,Chennai,26.81,68.82,12.9
2023-12-31,Bangalore,24.15,52.42,13.84
2023-12-31,Hyderabad,24.7,58.17,14.53
2023-12-31,Ahmedabad,19.98,49.0,14.96
2023-12-31,Pune,20.67,50.27,19.86
2023-12-31,Jaipur,32.45,88.76,9.37
2023-12-31,Lucknow,24.35,50.3,17.53
2023-12-31,Kanpur,21.64,58.85,22.76
2023-12-31,Nagpur,26.04,77.38,11.56
2023-12-31,Indore,22.59,81.2,20.06
2023-12-31,Bhopal,19.33,36.38,24.37
2023-12-31,Patna,21.22,55.56,8.27
2023-12-31,Ludhiana,31.06,73.98,8.08
2023-12-31,Agra,21.42,46.0,11.0
2023-12-31,Nashik,23.68,43.99,9.88
2023-12-31,Vadodara,26.14,80.85,14.23
2023-12-31,Faridabad,24.15,83.37,23.59
2023-12-31,Meerut,21.34,65.99,14.7
2023-12-31,Rajkot,25.01,89.94,10.22
2023-12-31,Kalyan,24.93,80.61,6.19
2023-12-31,Vasai,17.66,45.67,24.3
2023-12-31,Varanasi,23.95,45.86,10.84
2023-12-31,Srinagar,22.45,31.18,23.14
2023-12-31,Amritsar,26.9,58.8,17.77
2023-12-31,Ranchi,18.41,40.39,11.58
2023-12-31,Jodhpur,19.14,53.42,22.28
2023-12-31,Guwahati,26.02,86.54,5.89
2023-12-31,Chandigarh,27.8,79.61,12.04
2023-12-31,Mysore,23.67,87.07,14.13
2024-01-01,Delhi,23.87,36.49,17.43
2024-01-01,Mumbai,27.88,61.33,6.9
2024-01-01,Kolkata,21.88,64.25,15.06
2024-01-01,Chennai,24.24,45.13,8.33
2024-01-01,Bangalore,25.03,65.55,22.72
2024-01-01,Hyderabad,28.04,77.95,6.13
2024-01-01,Ahmedabad,23.05,89.67,24.96
2024-01-01,Pune,22.88,64.81,5.84
2024-01-01,Jaipur,20.26,46.4,19.35
2024-01-01,Lucknow,16.12,51.53,23.06
2024-01-01,Kanpur,26.65,47.14,5.13
2024-01-01,Nagpur,19.76,54.23,21.08
2024-01-01,Indore,21.93,42.26,13.37
2024-01-01,Bhopal,21.55,41.71,11.15
2024-01-01,Patna,18.72,37.93,24.14
2024-01-01,Ludhiana,26.28,77.17,19.46
2024-01-01,Agra,24.66,71.01,10.22
2024-01-01,Nashik,21.98,32.64,18.34
2024-01-01,Vadodara,22.3,48.38,21.58
2024-01-01,Faridabad,22.11,39.55,6.99
2024-01-01,Meerut,19.25,67.45,24.43
2024-01-01,Rajkot,24.15,70.16,22.63
2024-01-01,Kalyan,22.21,57.15,11.76
2024-01-01,Vasai,20.07,52.12,14.94
2024-01-01,Varanasi,23.2,53.37,5.32
2024-01-01,Srinagar,20.25,46.88,21.49
2024-01-01,Amritsar,26.7,64.5,7.3
2024-01-01,Ranchi,23.37,44.67,24.56
2024-01-01,Jodhpur,24.96,87.33,13.89
2024-01-01,Guwahati,31.2,88.91,6.2
2024-01-01,Chandigarh,20.44,57.95,12.46
2024-01-01,Mysore,27.45,83.05,16.97
2024-01-02,Delhi,22.54,51.55,16.56
2024-01-02,Mumbai,23.14,61.19,14.49
2024-01-02,Kolkata,22.85,73.88,20.26
2024-01-02,Chennai,24.9,72.44,9.32
2024-01-02,Bangalore,24.13,76.88,16.18
2024-01-02,Hyderabad,22.45,68.05,16.55
2024-01-02,Ahmedabad,16.28,32.15,21.58
2024-01-02,Pune,23.28,79.69,13.8
2024-01-02,Jaipur,19.72,36.48,10.42
2024-01-02,Lucknow,23.87,68.07,12.9
2024-01-02,Kanpur,21.85,45.82,20.67
2024-01-02,Nagpur,22.69,33.38,10.27
2024-01-02,Indore,24.62,55.58,17.19
2024-01-02,Bhopal,27.56,85.95,16.95
2024-01-02,Patna,20.87,68.2,20.15
2024-01-02,Ludhiana,24.4,54.62,14.34
2024-01-02,Agra,25.2,51.88,13.69
2024-01-02,Nashik,27.58,63.12,8.95
2024-01-02,Vadodara,24.2,76.7,11.56
2024-01-02,Faridabad,25.08,36.47,10.18
2024-01-02,Meerut,20.61,34.14,10.78
2024-01-02,Rajkot,19.42,35.5,17.23
2024-01-02,Kalyan,21.12,48.03,9.37
2024-01-02,Vasai,24.29,57.96,17.96
2024-01-02,Varanasi,26.78,69.87,5.35
2024-01-02,Srinagar,18.31,33.06,16.46
2024-01-02,Amritsar,24.41,80.85,23.98
2024-01-02,Ranchi,21.86,64.6,17.95
2024-01-02,Jodhpur,23.55,72.56,9.29
2024-01-02,Guwahati,23.77,55.49,23.98
2024-01-02,Chandigarh,24.15,70.54,5.91
2024-01-02,Mysore,23.58,83.89,14.85
2024-01-03,Delhi,27.26,87.41,5.45
2024-01-03,Mumbai,22.21,76.43,17.41
2024-01-03,Kolkata,28.3,85.92,7.25
2024-01-03,Chennai,24.68,76.62,16.35
2024-01-03,Bangalore,21.75,51.42,11.05
2024-01-03,Hyderabad,25.78,89.3,12.98
2024-01-03,Ahmedabad,24.53,75.11,15.86
2024-01-03,Pune,20.04,46.45,17.84
2024-01-03,Jaipur,26.56,65.97,10.6
2024-01-03,Lucknow,30.26,81.59,9.54
2024-01-03,Kanpur,18.44,31.3,23.09
2024-01-03,Nagpur,22.85,82.82,19.93
2024-01-03,Indore,22.66,87.73,21.93
2024-01-03,Bhopal,21.8,66.18,23.51
2024-01-03,Patna,24.9,81.4,17.41
2024-01-03,Ludhiana,30.95,86.56,6.35
2024-01-03,Agra,23.09,46.62,16.68
2024-01-03,Nashik,25.39,56.2,8.65
2024-01-03,Vadodara,25.92,71.74,11.67
2024-01-03,Faridabad,29.47,73.73,5.33
2024-01-03,Meerut,25.0,66.25,14.5
2024-01-03,Rajkot,23.05,68.37,11.25
2024-01-03,Kalyan,21.43,45.69,9.85
2024-01-03,Vasai,25.5,62.72,20.41
2024-01-03,Varanasi,25.98,81.4,12.5
2024-01-03,Srinagar,22.33,52.46,12.23
2024-01-03,Amritsar,23.4,67.75,19.31
2024-01-03,Ranchi,20.87,36.8,22.48
2024-01-03,Jodhpur,20.34,41.81,12.66
2024-01-03,Guwahati,20.59,57.45,20.91
2024-01-03,Chandigarh,23.49,81.86,21.04
2024-01-03,Mysore,22.49,53.43,8.71
2024-01-04,Delhi,28.77,69.18,11.51
2024-01-04,Mumbai,20.63,38.47,17.33
2024-01-04,Kolkata,22.3,54.83,5.35
2024-01-04,Chennai,27.22,87.46,16.53
2024-01-04,Bangalore,27.79,82.17,6.13
2024-01-04,Hyderabad,22.34,48.37,12.43
2024-01-04,Ahmedabad,18.1,45.18,19.49
2024-01-04,Pune,23.86,84.08,19.81
2024-01-04,Jaipur,25.13,30.23,8.53
2024-01-04,Lucknow,21.44,51.13,5.88
2024-01-04,Kanpur,23.84,72.24,8.56
2024-01-04,Nagpur,26.71,73.39,19.41
2024-01-04,Indore,28.41,69.81,8.04
2024-01-04,Bhopal,19.72,57.06,14.25
2024-01-04,Patna,24.53,75.91,17.3
2024-01-04,Ludhiana,24.71,58.5,5.1
2024-01-04,Agra,13.28,44.75,18.53
2024-01-04,Nashik,23.04,66.14,15.1
2024-01-04,Vadodara,18.34,53.7,22.06
2024-01-04,Faridabad,19.19,50.58,17.98
2024-01-04,Meerut,19.01,73.32,20.04
2024-01-04,Rajkot,21.36,68.68,15.35
2024-01-04,Kalyan,23.57,73.44,7.18
2024-01-04,Vasai,20.43,62.61,19.21
2024-01-04,Varanasi,18.06,30.58,9.4
2024-01-04,Srinagar,22.76,44.58,20.61
2024-01-04,Amritsar,18.19,35.34,13.63
2024-01-04,Ranchi,21.3,54.9,18.31
2024-01-04,Jodhpur,22.86,89.8,24.68
2024-01-04,Guwahati,23.38,31.0,14.56
2024-01-04,Chandigarh,21.91,36.63,5.61
2024-01-04,Mysore,20.97,41.64,6.47
2024-01-05,Delhi,18.5,41.68,19.94
2024-01-05,Mumbai,20.28,33.17,16.6
2024-01-05,Kolkata,24.88,70.79,5.12
2024-01-05,Chennai,19.4,49.55,23.17
2024-01-05,Bangalore,26.15,88.37,17.1
2024-01-05,Hyderabad,26.05,84.02,16.43
2024-01-05,Ahmedabad,17.7,36.02,22.47
2024-01-05,Pune,22.1,52.99,13.17
2024-01-05,Jaipur,21.31,57.37,16.58
2024-01-05,Lucknow,22.1,42.64,17.86
2024-01-05,Kanpur,22.4,30.03,6.29
2024-01-05,Nagpur,23.96,85.43,10.25
2024-01-05,Indore,28.48,84.44,7.57
2024-01-05,Bhopal,20.61,74.03,23.62
2024-01-05,Patna,23.34,44.0,8.53
2024-01-05,Ludhiana,25.51,88.44,21.38
2024-01-05,Agra,26.53,72.43,19.99
2024-01-05,Nashik,22.51,73.53,10.17
2024-01-05,Vadodara,30.84,89.34,16.65
2024-01-05,Faridabad,23.21,86.33,10.43
2024-01-05,Meerut,24.48,78.28,14.52
2024-01-05,Rajkot,23.06,56.68,17.05
2024-01-05,Kalyan,20.32,55.69,7.38
2024-01-05,Vasai,20.66,34.24,16.04
2024-01-05,Varanasi,15.11,30.8,21.85
2024-01-05,Srinagar,18.81,35.57,9.68
2024-01-05,Amritsar,25.93,86.47,19.38
2024-01-05,Ranchi,27.53,85.63,17.6
2024-01-05,Jodhpur,28.19,79.2,5.22
2024-01-05,Guwahati,21.84,48.07,5.71
2024-01-05,Chandigarh,21.45,43.89,15.99
2024-01-05,Mysore,25.3,63.81,7.25
2024-01-06,Delhi,23.63,67.85,18.76
2024-01-06,Mumbai,22.04,45.37,10.34
2024-01-06,Kolkata,26.75,89.41,15.58
2024-01-06,Chennai,23.82,79.91,18.65
2024-01-06,Bangalore,21.57,31.43,10.6
2024-01-06,Hyderabad,19.74,32.18,9.86
2024-01-06,Ahmedabad,16.43,35.44,20.78
2024-01-06,Pune,22.79,35.43,6.43
2024-01-06,Jaipur,20.22,67.49,24.02
2024-01-06,Lucknow,20.45,63.0,19.7
2024-01-06,Kanpur,18.69,35.83,18.63
2024-01-06,Nagpur,21.73,67.24,23.5
2024-01-06,Indore,27.06,86.66,8.61
2024-01-06,Bhopal,23.39,60.88,10.76
2024-01-06,Patna,27.57,32.7,9.97
2024-01-06,Ludhiana,22.33,41.93,19.06
2024-01-06,Agra,19.76,41.78,14.23
2024-01-06,Nashik,22.17,44.2,5.45
2024-01-06,Vadodara,26.54,77.86,10.16
2024-01-06,Faridabad,19.78,69.31,17.45
2024-01-06,Meerut,19.83,55.45,15.24
2024-01-06,Rajkot,24.22,89.01,8.31
2024-01-06,Kalyan,24.42,83.81,11.62
2024-01-06,Vasai,20.43,32.42,6.51
2024-01-06,Varanasi,30.68,89.91,5.8
2024-01-06,Srinagar,18.69,36.7,19.5
2024-01-06,Amritsar,23.56,48.16,9.2
2024-01-06,Ranchi,23.22,31.1,6.25
2024-01-06,Jodhpur,27.99,72.92,12.51
2024-01-06,Guwahati,21.81,45.4,9.79
2024-01-06,Chandigarh,19.01,43.74,24.79
2024-01-06,Mysore,17.86,55.7,15.53
2024-01-07,Delhi,25.0,71.36,14.73
2024-01-07,Mumbai,23.73,55.29,22.82
2024-01-07,Kolkata,19.83,34.95,18.21
2024-01-07,Chennai,26.76,68.25,8.99
2024-01-07,Bangalore,23.8,46.65,15.3
2024-01-07,Hyderabad,18.36,35.61,9.19
2024-01-07,Ahmedabad,25.74,51.55,14.66
2024-01-07,Pune,23.89,82.74,14.25
2024-01-07,Jaipur,25.22,74.32,14.44
2024-01-07,Lucknow,26.93,46.81,14.67
2024-01-07,Kanpur,23.07,80.28,13.08
2024-01-07,Nagpur,26.44,87.56,21.74
2024-01-07,Indore,28.32,61.53,5.91
2024-01-07,Bhopal,30.12,83.72,8.26
2024-01-07,Patna,23.09,64.95,14.93
2024-01-07,Ludhiana,23.28,70.41,23.33
2024-01-07,Agra,24.63,66.47,15.6
2024-01-07,Nashik,22.75,77.88,17.88
2024-01-07,Vadodara,20.77,54.74,15.37
2024-01-07,Faridabad,25.0,59.36,8.47
2024-01-07,Meerut,22.39,58.71,7.25
2024-01-07,Rajkot,22.17,79.41,24.71
2024-01-07,Kalyan,23.98,60.2,15.24
2024-01-07,Vasai,19.19,34.63,17.69
2024-01-07,Varanasi,26.44,76.21,7.3
2024-01-07,Srinagar,22.21,82.99,13.23
2024-01-07,Amritsar,22.02,33.65,18.94
2024-01-07,Ranchi,24.21,80.46,11.81
2024-01-07,Jodhpur,23.27,51.52,18.83
2024-01-07,Guwahati,21.32,62.91,9.29
2024-01-07,Chandigarh,19.64,41.64,23.51
2024-01-07,Mysore,21.93,43.2,18.18
2024-01-08,Delhi,25.31,60.85,10.82
2024-01-08,Mumbai,25.13,85.23,19.55
2024-01-08,Kolkata,22.44,65.15,19.6
2024-01-08,Chennai,21.17,43.99,22.91
2024-01-08,Bangalore,24.17,46.54,6.07
2024-01-08,Hyderabad,21.96,80.99,23.13
2024-01-08,Ahmedabad,20.87,39.67,18.64
2024-01-08,Pune,26.76,63.97,21.31
2024-01-08,Jaipur,23.49,63.06,14.6
2024-01-08,Lucknow,25.26,79.74,20.88
2024-01-08,Kanpur,22.35,67.86,19.47
2024-01-08,Nagpur,22.55,80.26,23.83
2024-01-08,Indore,21.86,87.38,19.57
2024-01-08,Bhopal,24.39,40.82,15.2
2024-01-08,Patna,18.54,30.2,24.21
2024-01-08,Ludhiana,26.74,68.51,7.27
2024-01-08,Agra,25.02,88.69,21.87
2024-01-08,Nashik,23.12,32.15,22.15
2024-01-08,Vadodara,23.66,81.8,17.76
2024-01-08,Faridabad,24.66,64.27,10.06
2024-01-08,Meerut,21.25,50.07,6.84
2024-01-08,Rajkot,24.05,82.86,10.46
2024-01-08,Kalyan,16.31,34.09,18.6
2024-01-08,Vasai,22.74,88.44,22.56
2024-01-08,Varanasi,16.29,45.98,22.02
2024-01-08,Srinagar,22.34,31.8,13.88
2024-01-08,Amritsar,25.22,85.87,9.2
2024-01-08,Ranchi,24.76,41.47,8.12
2024-01-08,Jodhpur,20.11,31.27,6.26
2024-01-08,Guwahati,21.85,41.42,14.82
2024-01-08,Chandigarh,24.48,89.96,13.92
2024-01-08,Mysore,21.93,75.8,16.02
2024-01-09,Delhi,27.66,83.19,8.39
2024-01-09,Mumbai,16.95,34.51,22.18
2024-01-09,Kolkata,27.07,58.9,7.16
2024-01-09,Chennai,24.99,55.13,13.73
2024-01-09,Bangalore,26.42,84.84,10.88
2024-01-09,Hyderabad,23.72,47.82,13.93
2024-01-09,Ahmedabad,19.94,65.38,18.12
2024-01-09,Pune,21.49,38.62,11.85
2024-01-09,Jaipur,21.93,72.94,24.01
2024-01-09,Lucknow,27.17,81.03,11.98
2024-01-09,Kanpur,27.07,81.58,8.67
2024-01-09,Nagpur,26.84,60.39,9.15
2024-01-09,Indore,17.57,39.74,10.83
2024-01-09,Bhopal,19.43,30.52,24.22
2024-01-09,Patna,28.55,71.49,14.25
2024-01-09,Ludhiana,24.55,70.74,24.94
